source_id,ra,dec,parallax,parallax_error,parallax_over_error,phot_g_mean_mag,bp_rp,ruwe,teff_gspphot,logg_gspphot,radius_gspphot
31267362132736,44.904652208596936,0.4310386659182374,1.2999402462235632,0.21244232,6.119026681718958,18.584211,2.279623,1.08657,3413.0457,4.6072,0.2822
31817117956096,44.95193113237289,0.46288571276457297,1.8327152049315758,0.29428825,6.227619412207757,18.768148,2.5053444,1.178102,3329.035,4.9785,0.2638
33706905097856,45.08053809384001,0.5257313287088474,1.7464326313831326,0.23390977,7.466266266107363,18.580967,2.1069946,0.8890382,3394.8594,4.6098,0.2945
40303973123072,45.33893124626256,0.45513265258631,-0.06044727072516045,0.20502752,-0.2948251558209477,18.379242,0.89917755,1.064252,5400.8477,4.7614,0.5564
45668388078592,45.53629966134264,0.5449354087947947,1.2586813271629826,0.017643193,71.3409042594555,13.708774,0.7436485,1.0184013,6128.292,4.2327,1.1266
45805827031168,45.55925304921527,0.5611091115590913,0.46371409552987575,0.05961351,7.7786744651226725,16.611994,1.0205097,1.0091087,4961.45,4.3798,0.9278
46664820488704,45.6091456774465,0.5764589974951005,0.7740002034205795,0.03765112,20.55716191690268,15.600054,0.9969921,0.9882368,5168.192,4.3878,0.9982
54528905041920,45.1740573490588,0.5437712901320596,0.477410189720131,0.23120196,2.06490544604736,18.86396,0.4801197,0.9866006,6832.287,4.5942,0.7962
55082956398464,45.26054325240286,0.5505315215277256,1.2916392725351442,0.05906776,21.867077402414896,16.241825,1.497611,1.0356084,4312.6733,4.393,0.9162
64939905830656,45.38633398830811,0.7318745613187453,1.0986699828372806,0.23601769,4.655032370605862,18.960733,2.2035084,1.0027641,3382.7148,4.6013,0.2875
66451734318592,45.25612031392519,0.7316152972155212,0.9067791816758117,0.13249026,6.844119449414301,18.225231,1.9979496,1.0225989,3556.853,4.4288,0.4719
67349382956288,45.20630819851983,0.7380825206670917,0.3709812487667315,0.05224413,7.100917271662145,16.427605,0.71705246,0.98900056,5929.4907,4.5802,0.7195
67551245959552,45.215703392069834,0.7644400820240876,0.6621626017304296,0.22853555,2.897416213593833,18.847748,1.6035595,0.92568326,3996.9739,4.9456,0.2698
69136089376256,45.39319607349279,0.8317636350347459,0.8953670203558179,0.0240473,37.23357766492345,14.785282,0.93002796,0.9961259,5718.1343,4.3434,1.0211
70373039955712,44.64534653097758,0.3071061047399555,2.113771508680887,0.061174653,34.55306060212736,16.526604,1.8206911,1.0535276,4203.7417,4.6657,0.6088
71571335099904,44.610205956623965,0.3630980804238232,1.1624824928459903,0.13428554,8.656795796019923,18.153152,1.9416485,0.96135616,3586.3325,4.5824,0.4752
73392401372800,44.75683857837983,0.43202965698987345,3.021984290577845,0.022226231,135.96476465574992,11.481284,0.7309475,1.0591636,6105.176,4.2528,1.3172
73946452707968,44.67324624179977,0.44252055268620744,5.00590970722068,0.07937947,63.063028266995836,16.852789,2.4286976,1.0495545,3490.9104,4.9242,0.3336
74388833802752,44.7684187928835,0.4858046810511951,1.7671496935672155,0.15583718,11.339718247181306,18.070293,2.211193,1.0823076,3810.5022,4.3934,0.8859
84250078742144,44.796781745562285,0.5858806642615326,-0.020281602393312,0.13522707,-0.14998182319926803,17.840672,0.78359985,1.0084492,5777.478,4.6471,0.6385
85487029339264,44.71024798713287,0.6297605846939169,-0.13139786362536326,0.23652261,-0.5555403809900438,18.71637,1.0585041,0.9002397,5118.848,4.7725,0.5063
85968065676928,44.84074967029279,0.6315323111417239,2.7421370783640477,0.062290836,44.021516629418905,16.485058,2.1261969,1.0285423,3832.5767,4.7176,0.5451
88171384394240,44.483572515265365,0.4928690063647603,0.18353683977241092,0.16997135,1.0798104690480967,18.456242,0.616869,1.0236112,6158.3276,4.6872,0.6633
88441966650880,44.460500888327964,0.5018801625905609,0.25856092095009237,0.21882193,1.1816042543151666,18.687737,1.3883152,0.9783141,4331.453,5.0315,0.2933
92805653429888,44.395510722220735,0.5813314552766865,1.8287972328397752,0.28119498,6.503662337386366,18.92389,2.2417183,0.96279866,3370.8396,5.0171,0.2508
97998269560192,44.62570723962393,0.6698155026272286,0.5764706116452717,0.07538903,7.64661158303,16.992327,1.0189743,1.0043765,5117.3,4.6725,0.6305
98754183803776,44.62290407060701,0.7105349420321087,0.26329233293856674,0.07822214,3.365956629209743,16.637049,0.79603577,1.1804576,5697.5693,4.525,0.7858
98784248116992,44.620001934374976,0.7171987494871594,1.8568194880691038,0.15174174,12.236708570001767,17.980509,2.6853962,1.0743374,3552.127,4.3837,0.8609
99784975952896,44.755025129786254,0.737815611450093,0.3520851778043701,0.084621586,4.160701717376703,17.110899,0.8818855,0.96748376,5432.3022,4.6793,0.623
101910984317184,44.61484710098627,0.7388242459219145,0.8868068290646688,0.09915781,8.943388596178044,17.346144,1.3093243,1.0351437,4433.0635,4.7037,0.5439
105724915238272,45.033682159305116,0.6311519396745474,0.5548616312413213,0.12543388,4.423538871820115,17.701975,1.3582001,1.0277551,4393.027,4.726,0.5383
108031313244160,45.05700047420575,0.6981529928031238,1.0168216235240612,0.03926398,25.897060353202733,15.580296,1.0907373,1.0490558,4883.7896,4.4395,0.8924
108611133301888,45.11688299840165,0.7473185014740856,4.966812448829856,0.11304539,43.936445192107236,17.771564,2.6900902,0.8817164,3287.4077,4.6075,0.259
110432199427456,44.906524774073254,0.7266305428473924,0.6827146261150961,0.17638955,3.87049371510238,18.249598,1.7545795,0.9627005,3666.8582,4.5044,0.4637
113524575914240,44.932629661154884,0.8160170839571033,-0.14692240115337296,0.23963602,-0.6131065014549859,18.832064,0.8241577,0.8832106,5561.0493,4.7601,0.5631
113872468706688,44.99581359257321,0.8411298334991831,0.6561711426302779,0.044960164,14.594500799327037,15.991982,0.8459587,0.98815006,5739.965,4.4864,0.8265
116479513433472,45.17314467100896,0.8762992801787765,3.4211486998415266,0.100273095,34.11831157109844,17.565489,2.5758495,1.0794415,3403.9255,4.5918,0.4101
117892558088192,45.23983419671815,0.9046820075076412,1.1249277763900773,0.050597053,22.233069106196798,16.112972,1.2528105,1.21938,4636.0737,4.3938,0.8998
118300579581184,45.257795205181274,0.9242641938899583,2.1552854249231093,0.042972483,50.15501286996433,16.083822,1.7466612,0.86347497,4341.714,4.6615,0.6527
122217589767552,45.17397343733085,0.9685310133338579,1.5485799628214842,0.22474894,6.890265946579403,18.950315,2.9457664,1.029646,3208.2434,4.9546,0.2993
129811091930368,44.81815119580634,0.9108265932400806,1.8708696250428782,0.09537217,19.616515183891412,17.354675,2.2911053,1.0320327,3613.1392,4.3372,0.735
135755326706560,45.05053148295229,1.0708870689924226,0.7204667308528401,0.07652981,9.414197506269504,17.104176,1.1347084,1.019802,4729.4526,4.656,0.5965
148953761446272,45.65668551724896,0.8486825939281969,5.47235372421446,0.2186782,25.02468727530712,9.755156,0.6477337,11.991894,6463.407,3.882,2.1992
149911538524416,45.84893858675012,0.7915932328344295,0.319682810944503,0.13510281,2.366218841427628,17.98663,0.94587326,1.0406877,5137.8096,4.7813,0.5262
150564373560576,45.90815537096519,0.8453460269490374,1.158793050755358,0.0991502,11.687248373937438,17.246399,2.0837994,1.1121635,3987.9983,4.4718,0.8218
150839251463296,45.85229201696626,0.8169854772647928,0.1267649829447725,0.15674765,0.8087201284668589,18.163006,1.1071663,1.0326568,4776.1675,4.8288,0.4634
153656749988352,45.94322128719979,0.9201415847477691,3.231407400937357,0.036241796,89.16245245503833,14.983184,1.7415829,1.032257,4297.9766,4.5749,0.7405
158574488170368,45.55708710234157,0.7942606080043462,0.11105707312728438,0.093730345,1.1848571846268185,16.71203,0.96562195,1.4546341,5169.3975,4.5969,0.6633
162109245908224,45.55698790490135,0.9188825543348811,0.22096407935261744,0.25274196,0.8742674822067704,18.922256,1.6129341,1.087065,3943.0247,5.0358,0.2659
162835095728512,45.4324120929005,0.8506118380387511,0.5936069748460375,0.050709065,11.706131325080776,16.454456,0.98287296,1.0033962,5183.0034,4.6624,0.6166
163178693110144,45.456217853621474,0.8769606327585442,0.2428375186008176,0.07066139,3.4366366740569445,16.796001,0.97844315,1.0787845,5118.632,4.5648,0.7048
196950020426496,45.94503556726611,1.184376209471784,0.43528880711477363,0.15040945,2.894025748400735,17.267588,0.9788704,1.038713,5118.0728,4.6846,0.5813
197087459379456,45.902041520730634,1.1821153840413268,-0.017187105095044102,0.17817451,-0.09646219898313224,17.428476,0.7236843,0.9498503,5957.859,4.7081,0.6267
200390289748096,45.856811167329866,1.2178887469227921,0.27040834827144317,0.35270238,0.7666757135699661,18.95497,1.3334332,0.9200927,4248.313,5.1174,0.2159
200459009224320,45.84834685609288,1.2357184639156489,1.1966997004770492,0.05223791,22.908644637697105,15.738848,1.2553988,1.0632445,4573.6914,4.1918,1.3457
213133457398528,45.33973800796296,1.0164627695931603,0.19722130523629078,0.15915458,1.2391808418061585,18.310766,0.95591354,1.0238831,5092.624,4.7852,0.5205
213236536615936,45.33908009579586,1.0262732364659943,0.4585761815708221,0.2236903,2.050049461921226,18.963839,1.4780293,1.0019668,4204.808,5.0039,0.3074
213683213211776,45.41605887705053,1.0148800262433206,1.1034425280890894,0.1703132,6.478902189666401,18.332779,2.3352356,1.2385455,3709.2195,4.3918,0.8751
218253058432384,45.40327159671596,1.0887451220151245,0.3869076864494312,0.06831725,5.663396722635413,16.639444,0.97639084,1.0079265,5134.0537,4.3928,0.9317
219219426355200,45.307580405564345,1.1279382416890051,-0.010089237772601196,0.039964005,-0.25245812285259156,15.647702,1.756588,0.9139725,4684.733,3.2189,4.1304
229626131842688,45.19704313642921,1.1313533544736651,0.23014535806376707,0.17325391,1.3283703653194325,18.517887,1.3167114,0.93563455,4485.5566,4.6893,0.5585
230077103684480,45.11213753319301,1.1024182232756925,3.0172513938740066,0.07002412,43.08874552779741,16.78628,1.8898315,1.0499197,3565.0166,4.431,0.4435
239319873292800,45.38470319643913,1.3081909780531225,0.6657991296296408,0.087619364,7.598766953405376,16.857256,1.0948544,1.0916739,4861.027,4.4946,0.7974
241823839039744,45.42815263678884,1.3929098970658365,1.2937903407513902,0.058109716,22.264613203093155,16.268936,1.2887201,1.0056156,4561.6704,4.6865,0.6025
242785911699456,45.279236945734034,1.346363154573508,-0.08862419149355535,0.25701192,-0.3448252183006393,18.85413,0.9909973,0.9495946,5056.1978,4.7908,0.5021
243198228558976,45.236730125619,1.3421018771066178,1.0148615541687802,0.07077955,14.3383448442013,16.759712,1.3705616,0.92069596,4427.9097,4.4403,0.8638
243541825945088,45.26436109102942,1.3510448452616945,0.7070242117806589,0.15265307,4.631575504085992,17.941864,1.7430725,1.0351328,3939.5713,4.8278,0.4305
244679992475264,45.40146940726166,1.3986287567353828,2.8379532351391075,0.014168096,200.30590421029277,13.092603,0.94074154,1.055598,5668.175,4.5677,0.8106
246501058639872,45.71136621176377,1.2367136329595654,1.6140436935675961,0.08071082,19.997859970883948,16.854956,1.8493166,1.0393039,4237.4844,4.6549,0.6514
248798865901184,45.78257454747256,1.2993268704452159,5.68237845083323,0.11950765,47.54824099976003,17.405735,2.6864395,0.95345515,3358.2095,4.9077,0.2841
249142463293824,45.8370757430626,1.3306656331622553,1.3528891859932606,0.21890147,6.180356779318582,18.567078,2.4077492,1.063334,3333.0525,4.4651,0.3177
264849158894848,45.57110699350316,1.4228560517214701,1.4477125475453088,0.06187026,23.399167666159425,16.333445,1.4888592,0.9592312,4247.014,4.5469,0.7021
265570713400704,45.546205360005644,1.4344811391425467,0.5406747442996513,0.22470786,2.406123008162731,18.485546,1.4171257,0.9620577,4247.224,4.8776,0.407
285327563123584,44.37967700097114,0.7597897525000445,2.2283615656353595,0.05907408,37.72147631903193,16.227573,1.7537012,0.95678216,4296.8965,4.6573,0.643
289927472382464,44.30869922942085,0.8587971034897128,1.6809894039608408,0.08055004,20.868884233912627,17.026804,2.0196743,0.9552058,3666.7917,4.2557,0.6332
828929527040,45.02361979732255,0.06841876724959775,1.2030946627289945,0.066816084,18.00606364725532,16.580168,1.42451,1.0349011,4333.865,4.6641,0.5966
1619203481984,44.95115803041135,0.10531247613400328,1.7172992921993269,0.11708278,14.667393971587654,17.877853,2.4646053,0.9937619,3595.7598,4.3742,0.7648
1653563247744,44.99606230474708,0.08491778897415135,0.30131527213760234,0.047155447,6.389829582009991,16.148806,0.7542982,1.0308149,6279.5405,4.4083,0.8859
4711579935744,44.89479998813306,0.11403061482574572,1.0390211118802761,0.019398822,53.56104291827953,14.277885,0.85421085,1.0139378,5512.4717,4.2765,1.223
5360119348480,44.95900184510564,0.15236902351627757,2.7080942844713944,0.16936533,15.989661284266873,18.44239,2.7403488,1.0530252,3378.046,4.7349,0.3149
6012955592192,44.86955694998748,0.1722527015293885,0.5700256448934108,0.19213383,2.966815619442506,18.67387,1.4751911,1.0472184,4201.8657,4.9703,0.3287
8044474739968,44.92821586220451,0.22748977084963198,1.3776309373928173,0.114162765,12.06725268123194,17.710104,1.9214172,0.9984876,3556.853,4.4522,0.5095
14263587225600,45.13475778741175,0.3215546124504204,4.139319895616812,0.025300428,163.6067125517146,14.464003,1.7567692,1.0808783,4313.4473,4.5865,0.7299
20890721109504,44.860937476942354,0.27078018217326594,3.851560560814071,0.2238824,17.203498092077858,18.768126,2.6695576,0.9477311,3180.892,4.8226,0.1944
27148489078656,45.04972946997667,0.37048779234976154,2.2772076713548026,0.028707867,79.32347020501125,15.099422,1.3920965,1.0614222,4595.4043,4.6158,0.6813
28248000706176,45.0068166131502,0.4094734857046148,1.281026447747244,0.039856136,32.141260575867534,15.637931,1.2010355,1.0296284,4788.102,4.4755,0.8546
30374008950912,45.107664134608136,0.4811529491117626,1.8503689863602828,0.10928237,16.931999537685407,17.663551,2.0847797,0.8998577,3850.5447,4.8194,0.4364
36558761635584,45.28605057229093,0.3567009654544309,2.5304914943754833,0.1791346,14.126201141719273,18.080471,2.7344074,1.1063913,3421.7656,4.2592,0.8601
37318971664640,45.33981017654825,0.43184511085318783,1.4276217317723443,0.022092426,64.62041421451403,13.810619,1.0054827,1.1601732,5773.5273,4.2029,1.2228
41888816865920,45.349492098390705,0.4821747957587855,0.7813787641970684,0.08719825,8.960945480391231,16.967274,1.3243427,1.1832399,4509.3384,4.4421,0.857
42713450584448,45.36573796188337,0.5314755421717898,1.7973773753730153,0.2356537,7.62719782137153,18.744904,2.5238323,1.0194762,3294.4048,4.6328,0.2719
45664092292480,45.53971179961374,0.5346052138649569,2.4870046102284076,0.017527768,141.88940400853693,11.605029,0.7578287,0.97717243,6025.4565,4.0604,1.5092
52123723139328,45.49359868684714,0.682812741044001,0.4637340779487645,0.21260533,2.181196885751401,18.746649,1.5134869,1.032497,4111.3965,4.9917,0.3118
53326314185728,45.220316491454525,0.4910685762957624,0.41041962336098486,0.12167084,3.373196207396416,17.694605,0.9470005,0.9869422,5165.0063,4.7556,0.535
57243324371712,45.074700523760825,0.5403708839089579,2.443742536342423,0.21347545,11.44741714489669,18.556835,2.7718945,1.0317585,3250.0598,4.973,0.2851
58656369156608,45.02982713077833,0.6074360285935323,2.218630728670713,0.14929314,14.860902081356073,17.999746,2.495821,0.91167337,3476.7786,4.8802,0.3713
66692252490624,45.34086469202481,0.7417147562963117,0.4723223438179045,0.09482658,4.980906707074527,17.423206,1.0949268,1.0480694,4866.4414,4.7614,0.5291
71640054576896,44.63739092708105,0.37737399361371154,0.763369240317489,0.23832616,3.2030442381634234,18.816746,1.6934395,0.9788152,3685.9204,4.9846,0.2977
82291573660544,44.92741677725142,0.6036621917510374,0.6066609054685103,0.09359565,6.48172141878121,17.387745,1.3141518,0.95960146,4443.5625,4.7633,0.5038
83051783399296,44.921696027468414,0.6174271882013076,0.7621896384757971,0.053053495,14.36643608575831,15.945491,1.0487366,1.0242808,5043.7085,4.4743,0.8952
83184926871808,44.948019510085985,0.6405352115531007,0.5125943961660578,0.14783068,3.4674425912267406,17.853216,0.63100624,1.0330322,6467.8335,4.5854,0.7666
83219286608000,44.915922569435416,0.6347161056189204,0.308308393878102,0.12607019,2.4455297675665753,17.662054,1.1339874,1.0115031,4721.7607,4.7982,0.4858
88274463609984,44.45972718950529,0.483209160080331,1.0587875792511923,0.04603329,23.000476301622392,15.578984,1.0054846,0.9349812,5279.515,4.6679,0.6618
88751204299136,44.53909285673549,0.539241191403054,0.5911337893531783,0.040512107,14.591533952818297,15.695141,0.91878796,0.97341245,5603.795,4.4897,0.8319
88854283512704,44.48499338871633,0.5157327876571155,0.9873988886519065,0.1714619,5.7587074260941895,18.29675,1.8477974,1.1126133,3696.198,4.4088,0.6522
89163521156992,44.4305192968132,0.508089105171972,0.03729021210369535,0.14715505,0.2534076336489637,17.64757,0.69758606,1.1077135,6129.7085,4.6047,0.7758
94626719566464,44.45288938784596,0.6148085841401876,1.2628928068049272,0.17751816,7.114161237612537,18.276083,2.1180077,0.983658,3825.7783,4.3919,0.8842
99235220140032,44.712159944200636,0.7028493249224754,0.6003765217340271,0.02256061,26.61171550405729,14.407327,0.9023094,1.1430606,5575.781,4.0848,1.7671
105935369150720,44.97792068366842,0.6422207942590619,1.4378256814181094,0.055831913,25.752756919957104,16.309954,1.5485687,1.0437539,4583.7915,4.6588,0.6772
109405702752896,45.0826805462961,0.7507237415063372,0.10418626274369176,0.18031636,0.5777970641950125,18.426414,1.2684116,1.022453,4540.269,4.7707,0.4593
109646220887168,45.11138591206787,0.7924044973631351,3.7507248345889415,0.044222973,84.81394523697867,16.007801,1.6502676,0.9872139,4145.802,4.9167,0.3687
111948323420544,44.87430539225573,0.7812130341941281,-0.010336658179212851,0.12727678,-0.08121401502836571,17.87449,0.942791,1.0101547,5104.346,4.7797,0.5082
116930485416320,45.240698255431056,0.8654855573050629,1.4097277287256844,0.042353198,33.28503625584465,15.500675,1.2555647,1.3162489,4747.352,4.4548,0.8555
126272038876160,44.93977349429188,0.9052868583045469,3.9470860833486516,0.113964446,34.63436383653548,17.612703,2.6239185,1.0350639,3374.011,4.6872,0.3331
131121057340288,44.760064456286074,0.9679699881491226,2.366968181229459,0.20200342,11.717465913540435,18.811539,2.4215508,0.9669904,3212.1716,4.6833,0.2642
134002980041344,45.001069048118296,1.0188272151597066,0.2607958846198524,0.13210724,1.9741225296377962,18.022886,1.1100788,0.8996937,4725.6377,4.8047,0.4842
136854838328448,44.91434795380304,1.03438257990785,0.5987037532978026,0.23442961,2.553874257863154,18.9336,2.0533772,1.0339638,3416.4744,4.6332,0.3229
139363098967552,45.02572536890574,1.1102085951866603,1.8998690713932915,0.03555244,53.43850266381951,11.602751,0.7282772,1.8271242,6174.2925,3.8318,2.0782
140153373222144,44.95526208199914,1.1391891979047541,1.6077170271645809,0.095039375,16.916325733697246,17.569576,1.9337826,1.0577238,3584.9841,4.411,0.4686
140535625650048,44.967088833398975,1.1590236258096074,2.8922844761153725,0.09066194,31.901858505599368,17.169338,2.5595675,1.1149364,3558.9116,4.7268,0.5132
144173462210176,45.76697110164728,0.7406497097109648,3.030105963973252,0.2081877,14.554682980313121,18.618753,2.86265,1.0147084,3210.2817,4.7023,0.2459
148743307424128,45.651072349563805,0.8256161291777085,0.2335328472487726,0.11062217,2.1110854392228076,17.661303,0.81149864,0.9836151,5607.8354,4.7004,0.602
151079769611904,45.85382557834422,0.8403539243177994,2.493630936101933,0.016366221,152.36449113536491,11.768476,1.1060753,0.8574968,5107.048,3.7605,2.1663
157303177867648,45.819992874023754,0.9453756338166274,-0.03503446728324827,0.05931689,-0.5906322499004463,16.02112,1.6276436,0.9914178,4780.448,3.3597,3.3917
157573760211840,45.80242252665039,0.9611067841069313,0.3334779515365008,0.116502695,2.8624054761155096,17.218672,0.90826225,1.0558615,5384.0894,4.7115,0.574
163380556224256,45.48546700278978,0.8846763451129763,0.3209824437030001,0.13107125,2.448915627271523,18.038689,0.8742199,1.0399876,5396.0674,4.7497,0.5679
164965399502464,45.54116491888999,0.913315121680737,0.9543422002956836,0.059279405,16.09905172036961,16.380419,1.2355661,1.0048506,4559.207,4.4019,0.8868
167641163554944,45.70373155144259,0.9688326432484143,0.2588013443238594,0.17697814,1.4623350813836125,18.266817,1.0645714,0.9473371,4972.3403,4.7501,0.5481
171386375066624,45.78732840119161,1.0897298573317753,0.3780502957083135,0.34040165,1.1106006574623548,18.55752,1.3549633,1.0687915,4425.526,4.8438,0.432
171867411616896,45.5914550479478,1.0077082921725813,2.4609606117642877,0.16427846,14.980421498205358,17.639421,2.4669971,1.3160005,3434.8572,4.5122,0.497
172314088227328,45.67686462807457,1.0585773173152722,-0.028387012751078095,0.0945477,-0.3002401309440302,17.153841,0.92154884,0.9337039,5348.5166,4.7261,0.5545
193827579723264,45.87826171484906,1.0823122367016595,0.4900421944617363,0.06920522,7.081000757682905,15.881352,0.89312553,1.0889816,5350.0054,4.3755,0.9777
200699527391616,45.93701931484005,1.2525903523036535,2.352652142841603,0.021565126,109.09521766788913,13.7338705,1.0529776,0.9566025,5324.622,4.5102,0.8134
217703302610432,45.35540692877869,1.0543042739501907,-0.11075921010948211,0.13961129,-0.7933399295864633,18.093548,1.0432014,0.9621353,4915.964,4.8429,0.4603
221345434892928,45.45369538208494,1.1230599556114444,1.3241369166349573,0.095411666,13.878144841074056,17.396994,2.0783348,1.0115062,3647.3755,4.2811,0.7462
222410586795008,45.612998957154126,1.1560165265180788,-0.1614546614311335,0.1773662,-0.9102899203037511,18.207458,0.77871513,1.0108281,5722.4463,4.7037,0.6069
224098509225856,45.57947481262235,1.2286757051076242,0.9526541168917835,0.22524817,4.229353360404875,18.632591,2.1984348,0.96286654,3364.4873,4.6507,0.3449
226366251929600,45.43246180997064,1.2426212834160217,0.3475949013108413,0.14395836,2.414551689914303,17.936598,1.2345924,1.0057437,4604.4194,4.7035,0.5709
229316894190080,45.20905906573252,1.1071709797452638,0.28462787926524163,0.1060846,2.683027310478037,17.589071,0.8342571,1.1674023,5583.0063,4.6924,0.597
230004088958976,45.144486063243065,1.1146268826859083,8.354817489977503,0.0944232,88.48267943533764,17.460417,2.9755268,0.97155386,3239.1553,5.0641,0.2167
230729938710144,45.14966867669797,1.1673473569955526,0.9208103724190357,0.016239021,56.703564452860576,13.526879,0.7307987,1.0695083,6184.2656,3.9652,1.7207
236017043221504,45.24285106628667,1.268053256753418,0.853574856259314,0.15187715,5.620166408173486,18.087759,1.6012592,0.9578333,3992.8376,4.8276,0.4333
238387865065600,45.363450977423376,1.2676949874069794,5.449105919799614,0.024989255,218.05796008613424,11.535974,1.1033058,1.1651046,5022.502,4.3619,1.1091
245504626197248,45.2940354783988,1.4147024095440046,0.43447913976731745,0.060928967,7.130912638591959,16.329506,0.9678478,1.0539361,5201.8223,4.5601,0.7529
246050086875392,45.33291149148521,1.457190667323748,4.185006750603094,0.118912995,35.193855435848924,17.608963,2.6159477,1.0070399,3383.4763,4.9079,0.3119
252509717667968,45.65345944284153,1.3812503973209136,2.038197755962752,0.14886457,13.691624496053658,17.876749,2.4246273,1.0253981,3613.5757,4.2842,0.8414
253750963478016,45.74489402162742,1.4193651540673866,4.995099625654132,0.040355492,123.77744219343083,15.730851,2.2252579,1.0116274,3560.1565,4.566,0.5003
254743100681344,45.707158162313426,1.4524531347843042,1.0097373563696668,0.11439162,8.827022282233369,17.431934,1.4485893,1.088265,4248.2266,4.6896,0.5605
257667973598720,45.94347558237279,1.469824684825109,1.3489414724368545,0.04502392,29.96055269750582,16.041798,1.2911062,1.0111892,4457.7485,4.5405,0.6954
260794709792256,45.75227407464842,1.4929068666671226,0.5598404785285127,0.09794289,5.715989039626864,17.299973,1.1235046,1.0781693,4884.5913,4.6414,0.6544
265532058523264,45.53519431592793,1.4276634878801624,3.6518293545072944,0.07458966,48.958920635392424,16.288027,2.7341185,1.2914014,3563.7524,4.3959,0.8636
288832256435328,44.35273835637943,0.8276096784978039,1.1771309792574471,0.018847689,62.454923636751985,13.653605,0.827569,1.0068196,5783.8535,4.0903,1.384
289755673687808,44.31278397206646,0.8378820635411091,3.1001898313819503,0.16195427,19.142377994117737,18.004791,2.6160069,1.0138226,3460.7998,4.7903,0.3301
291026984221824,44.530444743536954,0.817049527490983,0.39640611007551274,0.15438825,2.5675925003838125,17.985725,0.7795944,1.059494,5656.021,4.7294,0.5977
291851617943552,44.41946435937824,0.8393632945166669,0.7286808851115193,0.3251337,2.2411729704898034,18.777737,1.8576279,0.9447619,3709.0933,4.7022,0.3072
293432165912960,44.60203334204508,0.9000034566958245,-0.2962734120759672,0.2362343,-1.2541506586228508,18.747131,1.09025,1.0629838,4705.8276,4.859,0.4379
299140177951232,44.11833790492739,0.7631190925707557,1.7972031956206518,0.053081434,33.857472429426984,15.916237,1.4823732,1.1307468,4348.959,4.6782,0.59
301614079110400,44.173683029258136,0.8600201378510812,2.6155349519273026,0.16747338,15.617616468742082,12.956542,0.86923885,9.259694,5873.6753,4.4081,0.9197
305561153353344,44.04884777745402,0.9559373632489444,1.6566357516333752,0.22902566,7.233406674002896,18.66992,2.3542862,1.0927747,3372.502,4.6195,0.2689
308241212943616,44.273454542584446,0.9374602768462378,1.6947173353119276,0.17277594,9.80875777073894,18.49255,2.1241436,0.88942194,3357.5127,4.5266,0.2782
309791696835968,44.276150345159614,1.0044023849859134,2.8581408537782007,0.035826802,79.77661063739454,15.542859,1.7556906,1.0322118,4232.63,4.6612,0.6316
312673619203584,44.20731093540422,1.0177159611623223,0.26353607212854013,0.14616567,1.8029956965664218,18.16512,0.95731735,1.1759729,5152.5513,4.7932,0.5128
314151088178944,44.23275815353443,1.0910042004571394,0.7319422441616033,0.092923485,7.876827329375046,17.450212,1.3775024,0.9305287,4348.3765,4.6556,0.5607
314700843992192,44.32259344235725,1.08848190904261,0.9023485227202113,0.25724587,3.5077279498274665,18.945086,1.9725742,1.0178698,3499.7544,4.68,0.3675
315353679028224,44.308807037481664,1.1151016482318528,2.721888362745271,0.23932539,11.373170105741883,18.517447,2.972023,1.0889665,3135.8484,4.9342,0.3137
317209104867328,44.689643593778506,0.944207399453322,0.6455361666509543,0.09668872,6.676437361564115,17.379696,1.2488079,1.0516194,4554.0015,4.8106,0.4718
327349523155968,44.84765665055111,1.1667867874100555,0.712422805122589,0.035424702,20.110904750795314,15.747839,0.8934641,0.995777,5538.635,4.5436,0.7602
330338820395392,44.7227696751949,1.168327649500418,0.7062038096984956,0.065928124,10.711723131425455,16.887993,1.1519661,1.0009613,4750.663,4.6135,0.6553
334152751349888,44.82876888955817,1.3271786235144503,0.47548541232259817,0.034846507,13.64513843948086,15.000961,0.8686342,0.9828069,5829.3706,4.2298,1.3655
3062312520192,45.116651051406684,0.14472045066687067,0.661107615863694,0.041058745,16.101505588554748,15.18222,0.9050627,1.060455,5653.0347,3.8066,1.9324
8349416602368,45.0028773702854,0.2554454889922679,0.3054858230016009,0.22769442,1.3416482507978897,18.921555,1.1614132,1.0805664,4712.4097,4.8604,0.4404
13812615008896,45.11607094930181,0.2843310527813741,1.0441102653604892,0.19874431,5.253535335063116,18.507069,1.9845505,1.1011435,3459.098,4.7373,0.3889
16531329957376,45.14136310917188,0.359598094469785,8.537190166312449,0.019723415,432.84542783798287,10.0337925,0.8207922,0.9737248,5654.773,4.3989,1.0306
16836272003328,45.09575199873918,0.3715547954419996,0.30545400510728676,0.28106204,1.0867849982032536,18.993021,1.1735935,1.2147186,4665.1304,4.8548,0.4431
20207821933824,44.911432429478424,0.2770462179983632,0.28722676278100345,0.0860628,3.3374091332061178,16.847597,0.9549427,1.273742,5235.0195,4.7023,0.5786
21307333561344,44.87069914938621,0.3081311563383586,0.5736690875888151,0.05784708,9.916993193097408,16.397844,0.9616747,0.95786935,5146.9985,4.4457,0.8828
30103426576768,45.04817586027065,0.4582903477103359,2.8171559805137854,0.10323154,27.28968231078818,17.436941,2.4724636,1.0241946,3554.415,4.7846,0.4519
